Ob_ID,X,Y,2013 Yield,2014 Yield,2016 Yield,3 Yr Average Yield,Deep EC,Shallow EC,Average EC,Elevation,Slope,2016 Spring SM,2016 Fall SM,2016 Average SM,2017 Spring SM,2018 Spring SM,2019 Spring SM,(aSM-wp)/(fc-wp),Change in SM,Average Spring SM 2016-2019,PCA1,Log10_Yld16,Log_avEC,LogSlope,logElevation,SqrtYld16,16Yld^2
403,435625.3,4718111,4.332037,2.921011,5.601494,4.284847,22.45022,27.21725,24.83374,1709.81,3.621759,39.01426,8.906367,18.71245,36.25727,22.31109,38.61898,0.2259631,30.10789,24.47345,-1.725096,0.7483039,1.395042,0.5589195,3.232948,2.366748,31.37674
404,435630.3,4718111,3.629728,2.926857,5.179227,3.911937,21.72596,26.14084,23.9334,1709.995,3.731777,38.98003,8.771366,18.65206,36.40767,22.24619,38.56656,0.2242939,30.20866,24.48638,-2.074634,0.7142649,1.379004,0.5719157,3.232995,2.275792,26.82439
405,435635.3,4718111,3.029284,3.116389,4.66973,3.605134,19.0286,23.4037,21.21615,1710.147,3.81173,38.95586,8.665023,18.623,36.63268,22.17361,38.56038,0.223738,30.29084,24.51841,-2.524601,0.6692918,1.326667,0.5811221,3.233033,2.160956,21.80638
406,435640.3,4718111,2.834855,3.23474,4.71689,3.595495,16.54242,20.46664,18.50453,1710.444,3.903499,38.93364,8.569321,18.60917,36.95783,22.10063,38.59703,0.223787,30.36432,24.57582,-2.741719,0.6736557,1.267278,0.5914541,3.233109,2.17184,22.24905
407,435645.3,4718111,2.720761,3.183315,4.715675,3.539917,15.22997,18.89097,17.06047,1710.648,4.07737,38.88196,8.470665,18.59494,37.36368,22.02275,38.65975,0.22395,30.41129,24.64488,-2.932991,0.6735439,1.231991,0.6103801,3.233161,2.17156,22.23759
408,435650.3,4718111,2.959735,2.746404,4.994602,3.566914,13.32429,16.43561,14.87995,1710.921,4.184832,38.83336,8.370902,18.58046,37.76533,21.93853,38.86193,0.2240223,30.46246,24.71275,-3.009461,0.6985009,1.172601,0.621678,3.23323,2.234861,24.94605
409,435655.2,4718111,3.232651,2.632265,5.117601,3.660839,12.96408,15.73254,14.34831,1711.081,4.297541,38.77566,8.319198,18.49976,38.13859,21.86351,38.92667,0.2217895,30.45646,24.77308,-3.06199,0.7090664,1.156801,0.63322,3.233271,2.262212,26.18984
410,435660.2,4718111,3.533948,2.661193,5.2096,3.80158,12.79339,15.52918,14.16128,1711.276,4.41861,38.71327,8.219918,18.48616,38.50726,21.78344,38.97718,0.2223546,30.49335,24.82994,-3.129045,0.7168044,1.151103,0.6452857,3.23332,2.282455,27.13993
411,435665.2,4718111,3.649559,2.732206,5.391368,3.924378,12.21274,15.30697,13.75985,1711.405,4.542379,38.63679,8.125635,18.47274,38.86532,21.69123,38.7889,0.2242276,30.51115,24.87818,-3.141422,0.731699,1.138614,0.6572834,3.233353,2.321932,29.06685
412,435670.2,4718111,3.262959,2.784257,4.076563,3.374593,10.37852,14.37798,12.37825,1711.589,4.661717,38.52063,8.041281,18.45976,39.15916,21.59911,38.71176,0.2311802,30.47935,24.90033,-3.96471,0.6102942,1.092659,0.6685459,3.233399,2.01905,16.61837
413,435675.2,4718111,3.075571,2.828666,3.895797,3.266678,7.576668,13.01569,10.29618,1711.715,4.765245,38.35459,7.975514,18.44757,39.33841,21.50528,38.5711,0.2349411,30.37908,24.88033,-4.223171,0.5905963,1.012676,0.6780852,3.233431,1.973777,15.17723
414,435680.2,4718111,2.653874,2.993181,3.954047,3.200367,5.290971,11.65584,8.473406,1711.87,4.818021,38.1801,7.942273,18.43676,39.38743,21.43707,38.63575,0.2386044,30.23783,24.83256,-4.338942,0.5970418,0.928058,0.6828687,3.233471,1.988479,15.63449
415,435685.2,4718111,2.597899,3.27694,3.918979,3.264606,2.839678,9.656268,6.247973,1711.979,4.816479,38.0386,8.040324,18.50811,39.31547,21.3957,38.68091,0.2444875,29.99828,24.7693,-4.484136,0.5931729,0.7957391,0.6827297,3.233498,1.979641,15.3584
416,435690.2,4718111,2.616405,3.049148,3.594228,3.086594,2.480115,9.144523,5.812319,1712.094,4.807674,37.93965,8.094219,18.50105,39.14647,21.3757,38.66567,0.2442477,29.84543,24.69719,-4.697391,0.5556056,0.7643494,0.681935,3.233528,1.895845,12.91847
417,435695.1,4718111,2.720327,2.782008,3.189255,2.897197,4.31063,10.07805,7.19434,1712.099,4.716035,37.86873,8.098416,18.40947,38.89421,21.37121,38.53973,0.2399393,29.77031,24.61442,-4.80789,0.5036892,0.856991,0.673577,3.233529,1.785849,10.17135
418,435700.1,4718111,3.473417,2.54602,3.5625,3.193979,6.557721,11.36382,8.960771,1712.048,4.602439,37.80306,8.157374,18.27463,38.59642,21.36703,38.44257,0.2331597,29.64569,24.52165,-4.484465,0.5517549,0.9523454,0.662988,3.233516,1.887459,12.69141
419,435705.1,4718111,3.601534,2.470631,3.754574,3.27558,9.426831,13.18924,11.30804,1711.973,4.477266,37.73856,8.25238,18.27208,38.26624,21.363,38.33869,0.2320808,29.48618,24.42089,-4.215709,0.5745607,1.053387,0.6510129,3.233497,1.937672,14.09683
420,435710.1,4718111,3.398038,2.903553,5.042352,3.781314,11.30937,14.7768,13.04308,1711.805,4.343414,37.67248,8.349055,18.26975,37.9319,21.35717,37.80834,0.2353058,29.32343,24.31772,-3.389983,0.7026332,1.11538,0.6378312,3.233454,2.245518,25.42531
421,435715.1,4718111,3.197341,3.17829,6.517799,4.29781,12.59604,16.00127,14.29866,1711.696,4.200748,37.60416,8.499466,18.24182,37.59329,21.3475,37.65413,0.2337018,29.10469,24.21215,-2.504463,0.814101,1.155295,0.6233266,3.233427,2.552998,42.4817
422,435720.1,4718111,3.606889,3.410903,7.938525,4.985439,13.24724,16.77583,15.01153,1711.578,4.047712,37.53874,8.464188,18.1418,37.27728,21.34155,37.47281,0.2292365,29.07455,24.11383,-1.663101,0.8997398,1.176425,0.6072096,3.233397,2.817539,63.02018
423,435725.1,4718111,3.762908,3.654792,8.795511,5.404404,13.92073,17.84877,15.88475,1711.527,3.88242,37.47513,8.559113,18.13972,36.97793,21.33756,37.27991,0.2291919,28.91602,24.02052,-1.114146,0.9442611,1.20098,0.5891025,3.233384,2.965723,77.36101
424,435730.1,4718111,3.724711,3.698609,9.492087,5.638469,15.1139,19.02439,17.06914,1711.463,3.696274,37.40705,8.745791,18.24188,36.71535,21.33874,36.99106,0.2324552,28.66126,23.93676,-0.6206504,0.9773617,1.232212,0.5677642,3.233368,3.080923,90.09972
425,435735,4718111,3.809348,3.570538,8.790837,5.390241,16.51648,20.10071,18.3086,1711.439,3.510287,37.34033,8.829741,18.24063,36.48996,21.3528,36.74525,0.2324222,28.51059,23.86653,-0.8411532,0.9440302,1.262655,0.5453426,3.233361,2.964935,77.27882
426,435740,4718111,4.122458,3.640401,6.32856,4.69714,18.46575,22.08049,20.27312,1711.424,3.300061,37.26078,8.910269,18.23955,36.30324,21.37205,36.3225,0.2309944,28.35051,23.80373,-1.911134,0.8013049,1.306921,0.518522,3.233358,2.515663,40.05067
427,435745,4718111,4.460638,3.76164,5.482904,4.568394,20.55129,24.17325,22.36227,1711.343,3.150769,37.16133,8.981912,18.23875,36.12689,21.37003,35.94788,0.2296367,28.17942,23.73352,-2.165186,0.7390106,1.349516,0.4984166,3.233337,2.34156,30.06224
428,435750,4718111,4.711553,3.966671,6.507499,5.061908,22.17747,26.33985,24.25866,1711.238,3.218657,37.11404,9.031701,18.23874,36.01745,21.33072,35.82266,0.2290233,28.08234,23.68428,-1.562545,0.8134141,1.384867,0.5076747,3.23331,2.55098,42.34754
429,435755,4718111,4.688086,4.159781,7.206444,5.351437,22.70206,26.79307,24.74757,1711.148,3.520069,37.06936,9.04233,18.25457,35.9924,21.2607,35.83415,0.2322862,28.02703,23.64941,-1.279901,0.857721,1.393533,0.5465512,3.233288,2.684482,51.93284
430,435760,4718111,4.064993,4.622783,7.927646,5.538474,22.73967,25.92465,24.33216,1711.134,3.898644,37.03599,9.055939,18.25481,36.06207,21.17052,36.19644,0.2336259,27.98005,23.63686,-1.077632,0.8991442,1.386181,0.5909136,3.233284,2.815608,62.84757
431,435765,4718111,3.888241,4.712757,6.778612,5.126537,22.99378,25.74018,24.36698,1711.121,4.272455,37.00031,9.060981,18.25529,36.16559,21.08163,36.69898,0.2316044,27.93933,23.63289,-1.796874,0.8311408,1.386802,0.6306775,3.233281,2.603577,45.94958
432,435769.9,4718111,5.242782,4.852071,5.917033,5.337295,22.57727,25.01311,23.79519,1710.998,4.648959,36.96443,9.05822,18.25599,36.27574,21.00728,36.97835,0.235534,27.90621,23.63426,-2.365532,0.772104,1.376489,0.6673557,3.23325,2.432495,35.01128
433,435774.9,4718111,6.266391,5.008093,6.268899,5.847794,21.55923,23.25834,22.40879,1710.875,5.026758,36.92478,8.894112,18.30461,36.39627,20.94108,37.19073,0.2360531,28.03067,23.63955,-2.358231,0.7971913,1.350418,0.701288,3.233218,2.503777,39.29909
434,435779.9,4718111,7.043775,5.625042,7.214136,6.627651,20.52465,21.96752,21.24609,1710.719,5.407637,36.88371,8.872628,18.31308,36.59601,20.87538,37.39258,0.2375768,28.01108,23.66403,-2.033673,0.8581843,1.327279,0.7330075,3.233179,2.685914,52.04376
435,435784.9,4718111,6.704805,5.616135,6.135658,6.152199,19.39141,20.70124,20.04632,1710.704,5.79124,36.87049,8.84429,18.32181,36.79654,20.81005,37.30891,0.2375784,28.0262,23.69506,-2.773606,0.7878611,1.302035,0.7627716,3.233175,2.477026,37.6463
436,435789.9,4718111,5.428314,5.370676,5.198446,5.332479,17.41707,17.88455,17.65081,1710.791,6.178628,36.86407,8.808706,18.33078,36.93174,20.74068,37.50228,0.2407637,28.05536,23.71078,-3.525638,0.7158735,1.246765,0.790892,3.233197,2.28001,27.02384
437,435794.9,4718111,4.571758,4.965527,6.53198,5.356422,14.78617,14.93223,14.8592,1710.582,6.566806,36.87548,8.722572,18.32697,36.96575,20.67821,37.71914,0.2455259,28.15291,23.70714,-3.062402,0.8150448,1.171995,0.8173542,3.233144,2.555774,42.66676
438,435799.9,4718111,4.229885,4.261232,7.14603,5.212382,12.99463,13.4843,13.23946,1710.491,6.95524,36.93472,8.671973,18.33868,36.96091,20.62225,37.97005,0.253838,28.26275,23.70706,-2.946706,0.8540648,1.12187,0.8423121,3.233121,2.673206,51.06574
439,435804.9,4718111,5.307641,4.419162,7.412294,5.713032,11.84117,11.96628,11.90372,1710.428,7.283543,36.99715,8.620137,18.35064,36.93542,20.57531,38.18637,0.2614313,28.37701,23.70465,-2.978995,0.8699526,1.075683,0.8623427,3.233105,2.722553,54.9421
440,435809.8,4718111,7.023827,4.436064,7.315033,6.258308,11.20931,10.69586,10.95258,1710.298,7.349895,37.05085,8.597219,18.364,36.91585,20.53474,37.87423,0.2560629,28.45363,23.70155,-3.055895,0.8642163,1.039516,0.8662811,3.233072,2.704632,53.50971
441,435814.8,4718111,6.979197,4.313256,7.32964,6.207364,11.24075,10.15118,10.69597,1710.164,7.211645,37.09234,8.595138,18.37832,36.9,20.52156,37.27862,0.2439434,28.4972,23.7025,-2.965694,0.8650826,1.02922,0.8580343,3.233038,2.707331,53.72362
442,435819.8,4718111,4.788126,4.000085,6.67649,5.1549,11.57152,10.41786,10.99469,1709.978,7.024983,37.14479,8.596056,18.39268,36.90149,20.55115,36.73376,0.2361188,28.54873,23.72129,-3.153738,0.8245482,1.041183,0.8466453,3.232991,2.58389,44.57552
443,435824.8,4718111,4.286131,3.684764,5.604034,4.524976,11.87164,10.9616,11.41662,1709.855,6.720537,37.14908,8.597663,18.40693,36.93097,20.63603,36.86736,0.2306902,28.55142,23.7508,-3.520701,0.7485008,1.057538,0.827404,3.232959,2.367284,31.4052
444,435829.8,4718111,4.296579,3.377156,4.298609,3.990781,11.89253,11.35081,11.62167,1709.664,6.414996,37.15903,8.599628,18.42102,36.97475,20.76069,37.07498,0.2272939,28.5594,23.79566,-3.993643,0.6333279,1.065269,0.8071964,3.232911,2.073309,18.47804
445,435834.8,4718111,4.8907,3.22587,4.289723,4.135431,11.35601,10.73722,11.04661,1709.591,6.113531,37.17412,8.602156,18.43488,36.99059,20.90582,37.39978,0.2237249,28.57196,23.84018,-3.883586,0.6324292,1.043229,0.7862921,3.232892,2.071165,18.40172
446,435839.8,4718111,4.786023,3.134815,4.048265,3.989701,10.43861,9.358717,9.898664,1709.51,5.824795,37.19853,8.524434,18.45834,36.96397,21.05613,37.53533,0.2228954,28.6741,23.87763,-3.917898,0.6072689,0.9955766,0.7652806,3.232872,2.01203,16.38845
447,435844.8,4718111,4.202183,3.015268,4.303669,3.840373,9.309037,7.719816,8.514426,1709.328,5.549077,37.20227,8.5288,18.46927,36.8813,21.20281,37.62976,0.2221389,28.67347,23.89505,-3.686909,0.6338389,0.9301554,0.7442208,3.232825,2.074529,18.52157
448,435849.7,4718111,4.312577,2.940296,3.77079,3.674554,8.440395,6.552449,7.496422,1709.139,5.291337,37.1884,8.535372,18.47987,36.766,21.33492,37.69415,0.2216815,28.65303,23.8963,-3.842318,0.5764323,0.874854,0.7235654,3.232777,1.941852,14.21886
449,435854.7,4718111,4.406509,2.820359,3.678019,3.634962,7.958136,5.943838,6.950987,1709.057,5.14004,37.21545,8.735677,18.54873,36.66795,21.4669,37.73628,0.2235997,28.47977,23.91211,-3.829072,0.565614,0.8420465,0.7109665,3.232757,1.917816,13.52782
450,435859.7,4718111,3.958678,2.636064,3.405831,3.333524,7.660062,5.720568,6.690315,1708.938,4.940915,37.27197,8.746667,18.55702,36.67193,21.58484,37.7616,0.2233515,28.5253,23.95732,-3.864324,0.5322231,0.8254466,0.6938074,3.232726,1.845489,11.59968
451,435864.7,4718111,3.729981,2.664556,3.359958,3.251498,7.376625,5.606513,6.491569,1708.874,4.761075,37.32962,8.757856,18.56493,36.74077,21.69943,37.94468,0.2240209,28.57176,24.0168,-3.806809,0.5263338,0.8123497,0.677705,3.23271,1.833019,11.28932
452,435869.7,4718111,3.09606,2.433004,3.797802,3.108955,7.08037,5.433843,6.257107,1708.789,4.602632,37.38168,8.769156,18.57244,36.82053,21.81348,37.94825,0.2239985,28.61252,24.0785,-3.509151,0.5795323,0.7963736,0.6630063,3.232688,1.948795,14.4233
453,435874.7,4718111,2.872664,2.231257,3.990314,3.031412,6.86952,5.300581,6.08505,1708.746,4.460055,37.42983,8.745402,18.47846,36.91486,21.91544,38.08707,0.2221238,28.68443,24.14063,-3.351155,0.6010071,0.7842642,0.6493402,3.232678,1.997577,15.92261
454,435879.7,4718111,2.49475,1.861559,4.147908,2.834739,6.775456,5.601355,6.188406,1708.679,4.352261,37.47622,8.75405,18.48567,36.99446,22.01414,38.07209,0.2243282,28.72217,24.19685,-3.20531,0.6178291,0.7915788,0.6387149,3.23266,2.036641,17.20514
455,435884.7,4718111,2.415468,1.647586,3.800376,2.621143,7.100881,6.477739,6.78931,1708.653,4.255446,37.52063,8.761389,18.4923,37.05255,22.11001,38.05697,0.2243559,28.75924,24.24609,-3.309143,0.5798266,0.8318256,0.6289451,3.232654,1.949455,14.44286
456,435889.6,4718111,2.407159,1.606607,3.54753,2.520432,7.593519,7.536989,7.565254,1708.618,4.183054,37.55824,8.767471,18.49831,37.08213,22.19045,38.04141,0.2243497,28.79077,24.28303,-3.364573,0.5499261,0.8788235,0.6214935,3.232645,1.883489,12.58497
457,435894.6,4718111,2.31852,1.610793,3.228768,2.386027,8.091057,8.515778,8.303417,1708.575,4.132877,37.58914,8.772735,18.50371,37.10222,22.26765,38.02888,0.2242881,28.8164,24.31511,-3.461107,0.5090368,0.9192568,0.6162525,3.232634,1.796877,10.42494
458,435899.6,4718111,2.187881,1.582606,2.759994,2.176827,8.188026,8.61334,8.400683,1708.552,4.106897,37.61599,8.777239,18.50849,37.11146,22.33857,38.02243,0.224219,28.83875,24.34189,-3.676156,0.4409081,0.9243146,0.6135138,3.232628,1.661323,7.617567
459,435904.6,4718111,2.135555,1.558157,2.9261,2.206604,8.185651,8.611029,8.39834,1708.566,4.104644,37.64376,8.781144,18.51267,37.11309,22.40264,38.02399,0.2241474,28.86262,24.36529,-3.595858,0.4662892,0.9241935,0.6132755,3.232632,1.710585,8.562061
460,435909.6,4718111,2.12387,1.561358,3.140704,2.275311,8.276263,8.981089,8.628676,1708.533,4.12477,37.6711,8.78456,18.51625,37.10912,22.46274,38.03386,0.2240562,28.88654,24.38619,-3.475815,0.497027,0.9359442,0.6153997,3.232623,1.772203,9.864022
461,435914.6,4718111,2.144537,1.505183,2.95902,2.202913,8.075716,8.619869,8.347793,1708.527,4.11656,37.70027,8.78753,18.51923,37.10045,22.51874,38.05071,0.2239731,28.91274,24.40534,-3.57444,0.4711479,0.9215717,0.6145344,3.232622,1.72018,8.755799
462,435919.6,4718111,2.176801,1.42297,2.523652,2.041141,7.652295,8.015699,7.833997,1708.546,4.157962,37.76745,8.789802,18.52164,37.09414,22.56589,38.07216,0.2238921,28.97765,24.43237,-3.837689,0.4020295,0.8939834,0.6188805,3.232627,1.588601,6.368819
463,435924.5,4718111,2.156137,1.401714,2.211071,1.922974,7.312464,7.585692,7.449078,1708.56,4.211088,37.90961,8.791295,18.52347,37.13911,22.608,38.00987,0.2220536,29.11832,24.48937,-4.036606,0.3446027,0.8721025,0.6243943,3.23263,1.486967,4.888835
464,435470.7,4718106,2.498922,1.23184,3.796426,2.509063,10.62296,11.84917,11.23606,1707.78,2.47538,39.66483,9.008015,18.99129,36.32586,22.3686,39.55973,0.2236928,30.65682,24.66726,-2.166064,0.5793749,1.050614,0.3936419,3.232432,1.948442,14.41285
465,435475.7,4718106,2.520216,1.240141,4.03,2.596786,10.04583,11.36744,10.70664,1707.839,2.515012,39.72203,9.024855,18.90482,36.56051,22.36263,39.56612,0.2203727,30.69717,24.7387,-2.104159,0.605305,1.029653,0.4005401,3.232447,2.007486,16.2409
466,435480.7,4718106,2.461366,1.269134,3.593601,2.441367,9.640561,10.89236,10.26646,1707.845,2.516922,39.77166,9.04044,18.90452,36.76782,22.35469,39.57646,0.2204738,30.73122,24.80092,-2.3455,0.5555299,1.011421,0.4008698,3.232448,1.89568,12.91397
467,435485.7,4718106,2.444194,1.304917,3.345119,2.364743,9.515884,10.45291,9.984397,1707.838,2.577478,39.76887,9.058201,18.90388,36.86826,22.33503,39.59043,0.2206854,30.71067,24.82039,-2.504325,0.5244116,0.9993218,0.411195,3.232447,1.828967,11.18982
468,435490.7,4718106,2.391724,1.305892,3.934661,2.544092,9.592992,10.15418,9.873586,1707.809,2.640997,39.74566,9.077794,18.90287,36.85159,22.31758,39.60753,0.2209164,30.66787,24.80603,-2.228103,0.5949073,0.9944749,0.4217679,3.232439,1.983598,15.48156
469,435495.7,4718106,2.446953,1.40525,4.590491,2.814231,9.686509,9.975549,9.831029,1707.785,2.70645,39.74333,9.098806,18.90146,36.78428,22.3071,39.5333,0.2227767,30.64452,24.78695,-1.917794,0.6618591,0.992599,0.4324,3.232433,2.142543,21.07261
470,435500.6,4718106,2.498104,1.57594,6.029592,3.367879,9.797465,9.891375,9.84442,1707.741,2.771381,39.74466,9.42692,19.07435,36.71654,22.30493,39.66544,0.2286021,30.31774,24.76981,-1.20422,0.7802879,0.9931901,0.4426962,3.232422,2.455523,36.35598
471,435505.6,4718106,2.495971,1.744201,5.933275,3.391149,10.04555,10.09937,10.07246,1707.782,2.837253,39.74322,9.358461,18.96023,36.68485,22.29978,39.43792,0.2278461,30.38476,24.75939,-1.280861,0.7732945,1.003136,0.4528981,3.232432,2.435831,35.20375
472,435510.6,4718106,2.4206,1.898043,5.841242,3.386628,10.37361,10.45261,10.41311,1707.862,2.901475,39.74721,9.37783,18.95858,36.68315,22.27944,39.46372,0.2278285,30.36938,24.75497,-1.361507,0.7665052,1.01758,0.4626188,3.232453,2.416866,34.12011
473,435515.6,4718106,2.39346,1.965483,5.665426,3.341456,10.53485,10.8096,10.67223,1707.923,2.962622,39.75769,9.396594,18.95654,36.68941,22.23848,39.51638,0.2289195,30.3611,24.74927,-1.481002,0.7532326,1.028255,0.4716762,3.232468,2.380216,32.09705
474,435520.6,4718106,2.353859,2.079182,5.645393,3.359478,10.49558,10.84143,10.6685,1708.031,3.020558,39.77416,9.415497,18.95405,36.7206,22.2246,39.53979,0.2289901,30.35866,24.75781,-1.546069,0.7516942,1.028103,0.4800872,3.232496,2.376004,31.87046
475,435525.6,4718106,2.417486,2.189447,5.811581,3.472838,10.44668,10.77491,10.61079,1708.104,3.072901,39.79037,9.434345,18.95105,36.76747,22.24093,39.55905,0.2289279,30.35603,24.77774,-1.506991,0.7642943,1.025748,0.4875486,3.232514,2.410722,33.77447
476,435530.6,4718106,2.616654,2.165357,6.283854,3.688622,10.48397,10.85892,10.67144,1708.229,3.060288,39.8052,9.546288,18.96369,36.80488,22.2809,39.5719,0.229249,30.25891,24.80083,-1.298813,0.7982261,1.028223,0.4857623,3.232546,2.506762,39.48682
477,435535.6,4718106,2.743056,2.144476,6.549508,3.812347,10.7572,11.25498,11.00609,1708.308,3.103333,39.81626,9.56303,18.95929,36.82105,22.31961,39.57672,0.2288731,30.25323,24.81731,-1.190931,0.8162087,1.041633,0.4918284,3.232566,2.559201,42.89606
478,435540.5,4718106,3.071825,2.449606,6.670947,4.064126,11.06463,11.70457,11.3846,1708.434,3.173768,39.83965,9.535386,18.94178,36.8315,22.35398,39.57322,0.2281807,30.30426,24.83429,-1.178537,0.8241875,1.056318,0.5015752,3.232598,2.582818,44.50153
479,435545.5,4718106,3.203621,2.529874,7.038554,4.25735,12.05295,12.964,12.50848,1708.519,3.282961,39.87291,9.64808,18.9374,36.84444,22.39064,39.56283,0.2282601,30.22483,24.8549,-1.012943,0.8474834,1.097205,0.5162657,3.23262,2.653027,49.54124
480,435550.5,4718106,3.945091,2.582145,6.793088,4.440108,13.58204,15.06147,14.32175,1708.635,3.292945,39.90573,9.661012,18.93042,36.84833,22.4258,39.54829,0.228454,30.24472,24.87272,-1.097272,0.8320672,1.155996,0.5175845,3.232649,2.606355,46.14604
481,435555.5,4718106,4.4347,2.317463,7.006559,4.586241,14.41331,16.06373,15.23852,1708.702,3.180096,39.90264,9.672694,18.92288,36.82678,22.45957,39.77315,0.2278972,30.22995,24.87523,-0.9263689,0.8455048,1.182943,0.5024402,3.232666,2.646991,49.09187
482,435560.5,4718106,5.064629,2.459438,6.214069,4.579379,15.20153,17.13603,16.16878,1708.778,3.187277,39.87468,9.61115,18.83434,36.78176,22.49368,39.76051,0.2252114,30.26353,24.86536,-1.311233,0.7933761,1.208677,0.5034198,3.232686,2.492803,38.61465
483,435565.5,4718106,5.701731,2.446183,6.591709,4.913208,16.08915,18.26727,17.17821,1708.817,3.191223,39.82589,9.51016,18.83076,36.72463,22.51551,39.7513,0.2255894,30.31573,24.8442,-1.090766,0.818998,1.234978,0.5039572,3.232696,2.567432,43.45063
484,435570.5,4718106,7.09356,2.47911,7.690575,5.754415,17.97335,20.67697,19.32516,1708.868,3.193643,39.77676,9.507075,18.82037,36.66297,22.5165,39.74567,0.2257996,30.26969,24.81664,-0.4610072,0.8859588,1.286123,0.5042864,3.232709,2.773189,59.14494
485,435575.4,4718106,7.639957,2.710507,8.110561,6.153675,19.22517,22.34625,20.78571,1708.901,3.196202,39.72948,9.494272,18.80953,36.58916,22.48603,39.54045,0.2287412,30.23521,24.77749,-0.197495,0.9090509,1.317765,0.5046342,3.232717,2.847905,65.7812
486,435580.4,4718106,6.94747,3.095815,8.002817,6.015367,20.64132,24.08066,22.36099,1708.954,3.200699,39.66867,9.471421,18.7983,36.50367,22.4743,39.5366,0.2292714,30.19725,24.73801,-0.2017022,0.9032429,1.349491,0.5052448,3.23273,2.828925,64.04508
